D_foul1 (m),D_foul2 (m),D_foul3 (m),mfr1 (kg/s),mfr2 (kg/s),Inner inlet temperature (K),Inner outlet temperature (K),Outer inlet temperature (K),Outer outlet temperature (K),Inner Pressure Drop (Pa),Outer Pressure Drop (Pa)
2.56E-04,5.00E-04,6.42E-04,1.806,0.404,356.17,353.4,297.42,308.35,1506.5,4.8646
4.24E-04,0.001147,0.001331,0.448,0.835,359.4,348.94,299.84,304.99,137.9,17.901
3.85E-04,6.75E-04,8.70E-04,0.963,0.408,346.67,343.69,308.92,315.41,518.34,4.8864
2.39E-04,2.20E-04,7.39E-04,1.835,1.4,357,350.74,292.14,299.56,1548.8,41.022
8.20E-05,6.97E-04,6.53E-04,0.512,1.4,357.69,345.97,306.26,310.21,162.64,41.665
0.001047,6.63E-04,4.36E-04,1.407,0.444,361.52,358.26,305.86,314.89,1114.8,5.3389
3.10E-04,0.001094,0.001107,0.469,1.626,368.25,353.67,301.12,304.93,142.12,59.948
7.49E-04,6.43E-04,3.03E-04,0.586,0.646,346.2,340.93,309.62,314.05,237.37,9.6839
4.58E-04,7.51E-04,0.001128,0.244,1.127,348.45,332.22,293.46,296.77,56.367,30.043
1.95E-04,8.82E-04,8.33E-04,1.669,2.366,361.65,355.6,296.98,300.77,1283.4,118.02
9.87E-04,2.94E-04,5.93E-04,1.854,1.834,344.79,340.82,301.82,305.46,1871.9,68.032
1.44E-04,6.34E-04,4.17E-04,1.312,0.532,367.92,362.71,295.92,307.28,816.01,7.4274
0.00113,0.001245,3.15E-04,1.407,2.154,351.25,347.24,300.2,302.51,1160.6,95.686
4.35E-04,1.00E-04,6.65E-04,1.09,2.422,351.48,340.18,296.86,301.59,651.73,115.13
4.04E-04,2.34E-04,0.001022,1.734,0.637,366.24,361.55,300.56,311.89,1415.5,10.001
9.83E-04,9.40E-04,0.001374,1.31,0.597,341.32,339.25,308.9,312.94,1014.8,9.7237
7.19E-04,0.001179,5.57E-04,0.7,1.085,370.56,360.96,294.14,299.64,300.73,26.685
4.01E-04,8.48E-04,0.001388,1.424,0.99,354.49,350.92,309.9,314.43,1019,23.343
8.33E-04,2.24E-04,1.83E-04,1.409,1.939,371.75,362.07,301.8,308.03,1056.9,71.425
2.66E-04,4.45E-04,0.001412,0.434,2.328,368.51,346.17,301.76,305.6,127.24,116.58
6.78E-04,7.22E-04,4.80E-04,0.491,1.551,350.63,341.56,309.74,312.41,173.45,49.738
5.24E-04,2.86E-04,0.001328,1.595,0.593,348.81,345.16,291.44,300.37,1293.9,9.9655
2.16E-04,4.26E-04,7.84E-04,1.16,1.353,364.85,356.5,303.74,310.13,671.91,38.725
0.001156,4.45E-04,9.66E-04,1.755,0.793,342.08,339.82,305.52,309.96,1762.8,14.689
7.62E-04,1.12E-04,0.001058,1.972,2.132,348.71,342.62,292.54,297.73,1986.5,94.87
7.79E-04,9.91E-04,4.92E-04,0.393,2.46,371.91,353.33,303.06,305.77,115.94,121.28
6.61E-04,8.00E-04,5.53E-04,0.797,2.21,369.37,358.27,304.34,307.94,375.1,98.527
0.001007,3.39E-04,4.78E-04,0.687,2.368,350.16,338.93,298.46,301.48,327.38,110.27
4.28E-04,0.001102,7.25E-04,1.183,1.971,364.06,357.68,304.24,307.65,724.05,82.675
7.45E-04,6.57E-04,8.52E-04,0.999,0.994,357.29,351.29,301.44,306.82,579.82,22.202
0.001065,4.06E-04,1.31E-04,0.883,0.749,342.67,338.73,307.14,311.41,515.39,12.157
4.69E-04,1.96E-04,0.001426,1.544,1.616,357.89,350.92,303.54,309.54,1188.7,57.243
6.56E-04,3.38E-04,0.00111,1.006,0.707,368.61,361.6,308.04,316.83,562.79,11.765
5.58E-04,2.55E-04,5.72E-04,0.132,0.793,355.31,330.46,300.62,304.5,18.394,14.468
9.53E-04,0.001208,0.001446,1.151,1.918,365.94,359.17,296.36,299.91,761.6,86.444
9.87E-04,3.78E-04,8.40E-05,1.867,1.849,358.65,352.95,293.04,298.16,1841.8,66.475
5.20E-05,2.26E-04,0.001202,1.861,2.303,342.84,337.2,300.32,304.52,1582,110.71
3.31E-04,1.32E-04,0.001425,0.467,0.618,358.05,346.12,302.44,310.76,146.42,9.9145
2.72E-04,0.001166,5.74E-04,1.409,2.057,360.92,354.96,293.64,297.25,964.53,90.338
2.98E-04,1.22E-04,0.001121,0.385,1.309,359.8,338.85,291.76,297.52,113.67,37.624
5.38E-04,8.66E-04,0.001092,1.952,2.07,352.44,348.37,296.72,300.15,1846.3,94.273
0.001069,6.51E-04,0.001111,0.856,2.242,359.93,349.36,291.06,294.72,471.34,109.53
7.77E-04,6.45E-04,0.001237,0.609,0.872,353.37,344.24,292.46,298.28,250.93,19.256
2.08E-04,7.60E-04,7.96E-04,1.962,2.004,346.63,343.09,303.44,306.5,1769.4,84.365
0.001125,8.54E-04,9.61E-04,0.442,2.25,364.09,347.23,291.82,294.87,154.11,110.15
8.22E-04,5.80E-04,6.14E-04,0.67,0.505,354.42,348.45,304.12,311.38,295.1,6.7958
0.001098,9.00E-05,0.001082,1.136,1.851,357.16,348.42,303.54,308.44,783.59,71.318
2.40E-04,2.82E-04,6.42E-04,1.344,0.539,365.21,359.69,295.48,307.79,872.77,7.5531
3.16E-04,9.68E-04,1.07E-04,1.508,2.07,353.76,348.67,296.92,300.24,1114.1,85.721
9.92E-04,6.40E-04,2.80E-04,1.508,1.087,360.99,356.63,305.46,310.76,1250.7,24.602
5.15E-04,3.13E-04,3.92E-04,0.845,1.37,368.94,357.55,306.4,312.69,404.62,37.717
0.00116,8.78E-04,2.29E-04,1.504,0.908,361.25,357.59,306.6,311.8,1285.5,17.679
5.92E-04,3.45E-04,7.23E-04,1.527,1.106,341.98,338.16,295.56,300.37,1234.4,26.648
7.99E-04,6.60E-04,7.74E-04,0.176,0.7,344.98,331.08,302.94,306.24,32.793,12.2
0.001168,3.32E-04,7.37E-04,0.653,1.146,350.49,342.83,306.86,310.83,306.94,28.079
6.68E-04,1.71E-04,0.001402,0.326,2.219,351.25,333.83,307.56,309.97,99.709,103.48
6.57E-04,0.001179,0.001002,1.048,1.484,366.63,360.48,308.7,312.52,607.11,49.497
6.60E-04,5.68E-04,3.43E-04,1.605,0.99,370.03,364.49,296.6,304.4,1287.6,20.894
8.40E-05,1.04E-04,6.31E-04,1.196,0.66,357.66,351.66,301.94,311.79,700.6,10.126
3.77E-04,4.04E-04,5.95E-04,1.768,0.782,355.91,352.41,306.48,313.42,1486.8,13.541
0.001161,0.001132,0.001363,1.569,1.618,360.59,355.95,290.72,294.71,1390.2,62.06
5.08E-04,8.84E-04,9.05E-04,1.559,1.765,358.05,352.89,297.72,301.78,1215.3,68.011
8.93E-04,8.13E-04,0.001258,1.607,2.479,364.75,358.67,298.58,302.09,1366,133.34
4.49E-04,2.26E-04,4.28E-04,1.291,1.502,349.5,342.29,291.14,296.79,879.52,45.843
2.11E-04,1.29E-04,9.39E-04,0.681,1.101,362.51,348.53,293.04,300.93,267.6,26.477
7.41E-04,1.52E-04,0.001061,1.652,1.2,342.21,338.6,304.22,308.69,1460.2,31.381
4.04E-04,1.74E-04,8.28E-04,0.59,1.75,351.35,336.1,290.6,295.4,227.01,64.102
8.87E-04,0.001161,4.08E-04,0.161,1.202,340,327.22,302.48,304.09,28.38,31.809
0.001068,6.14E-04,9.39E-04,1.808,1.341,364.75,359.83,293.96,299.83,1744.2,39.648
3.44E-04,0.001183,0.001279,1.251,1.74,342.21,338.08,295.48,298.17,826.64,70.915
2.06E-04,9.00E-04,1.14E-04,1.265,1.723,370.82,363.32,303.42,308.22,771.44,59.212
7.22E-04,0.001006,0.001099,1.791,1.897,340.99,337.96,296.98,299.53,1683.5,80.929
5.63E-04,2.97E-04,1.61E-04,0.811,1.309,367.72,355.19,294.64,301.6,381.76,34.135
9.02E-04,1.44E-04,8.76E-04,1.369,2.126,358.12,348.66,291.24,296.79,1047.8,92.824
2.55E-04,0.001009,0.00119,0.136,0.608,369.6,341.03,294.14,300.02,18.05,10.866
1.76E-04,0.001203,9.10E-04,0.622,1.068,344.42,339.3,308.64,311.36,236.93,26.435
1.17E-04,9.30E-04,0.001447,0.269,2.057,358.68,337.15,294.54,297.15,63.087,97.887
8.70E-05,0.001029,2.57E-04,0.119,1.269,372.41,336.15,295,298.13,13.774,34.587
2.43E-04,6.94E-04,6.21E-04,1.12,1.559,368.08,360.03,306.54,311.7,629.97,50.649
7.30E-05,1.40E-04,5.33E-04,1.196,0.889,356.3,349.58,300,308.14,702.2,16.907
7.45E-04,6.25E-04,0.001442,1.928,1.624,356.17,351.75,297.26,301.94,1866.5,60.303
4.30E-04,6.06E-04,0.001237,1.493,1.299,360.63,355.46,306.96,312.22,1102.1,37.957
9.31E-04,0.001215,2.96E-04,0.242,2.179,350,333.58,296.1,297.8,60.854,98.631
0.001124,2.42E-04,0.00137,1.014,2.401,355.58,344.56,290.04,294.28,649.48,124.88
6.55E-04,1.28E-04,7.85E-04,0.854,0.551,353.99,347.88,302.26,310.91,436.32,7.7089
2.52E-04,3.15E-04,5.67E-04,1.088,0.467,366.24,359.77,290.4,303.84,600.52,6.1898
8.45E-04,0.001248,7.90E-05,1.892,0.591,340.33,338.88,303.94,308.12,1900.7,8.8679
0.001099,0.001012,6.17E-04,0.831,0.973,341.75,337.19,296.72,300.26,468.89,22.021
3.01E-04,9.92E-04,0.001232,0.514,2.044,365.84,351.04,298.86,302.25,166.88,93.761
1.05E-04,4.44E-04,3.89E-04,1.599,1.612,352.94,347.38,301.9,306.86,1190.3,52.313
9.80E-04,1.99E-04,0.001177,0.36,0.528,343.66,333.72,293.2,299.61,124.35,8.24
3.35E-04,7.16E-04,4.98E-04,1.35,2.372,367.26,359.01,300.4,304.56,895.22,112.04
7.57E-04,0.001174,8.69E-04,0.102,1.582,353.5,330.14,306.6,308.01,12.071,55.806
6.04E-04,2.18E-04,0.001055,1.512,2.277,347.33,340.48,296.98,301.16,1205.2,107.73
1.58E-04,0.00114,0.001156,1.707,0.742,368.88,364.88,299.62,307.57,1304.9,14.192
0.001039,7.80E-04,9.12E-04,0.837,1.188,346.01,340.29,295.7,299.41,464.28,32.027
8.70E-04,2.32E-04,8.28E-04,0.233,1.868,340.36,325.55,303.7,305.45,56.79,72.107
9.02E-04,0.001191,0.001055,1.685,2.166,372.24,366.4,291.96,295.84,1467.9,105.12
2.82E-04,3.34E-04,7.70E-05,1.717,2.481,362.94,354.15,293.86,299.36,1373.8,115.56
0.001138,8.78E-04,0.001365,1.785,2.08,361.45,356.74,299.32,302.82,1739.6,97.415
4.71E-04,9.32E-04,3.94E-04,0.136,0.532,362.94,342.72,309.6,314.37,18.693,7.265
0.001163,7.88E-04,0.001145,1.994,1.782,369.6,365.22,307.26,311.51,2098.8,69.412
1.10E-04,2.48E-04,7.98E-04,1.329,0.763,363.89,358.18,307.74,316.65,836.93,12.944
1.27E-04,0.00107,1.75E-04,0.296,1.866,367.09,348.01,306.62,309.38,72.035,70.166
5.46E-04,4.27E-04,4.42E-04,0.396,2.473,369.3,345.69,300.76,304.25,116.61,118.32
6.46E-04,7.42E-04,8.28E-04,0.873,2.191,372.84,359.89,290.46,295.07,436.56,101.96
2.09E-04,9.66E-04,2.61E-04,1.808,0.587,368.45,365.16,305.92,314.8,1460.9,8.3387
9.56E-04,1.33E-04,0.001419,1.896,2.284,340.46,336.7,307.7,310.6,1956.3,108.36
6.96E-04,9.00E-05,3.61E-04,0.881,0.768,343.6,338.23,302.72,308.36,477.67,12.941
6.46E-04,0.001021,0.001031,1.329,2.086,344.72,340.84,303.88,306.1,968.51,94.826
7.20E-04,9.32E-04,0.00123,1.8,1.572,350.82,346.97,292.24,296.14,1660.8,57.104
8.41E-04,2.77E-04,9.43E-04,0.602,0.904,354.98,345.26,299.54,305.51,247.9,18.553
2.90E-04,6.69E-04,5.02E-04,1.992,1.389,365.11,359.99,291.34,297.83,1779.8,40.689
6.19E-04,3.67E-04,4.24E-04,1.732,1.444,366.63,360.3,299.5,306.26,1474.6,42.257
9.01E-04,8.16E-04,1.21E-04,0.801,2.328,347.19,340.75,305.84,307.89,417.73,103.86
6.43E-04,5.80E-05,5.09E-04,0.22,2.263,350.96,324.86,295.26,297.66,49.424,100.98
4.93E-04,3.49E-04,8.73E-04,0.315,1.521,363.23,343.03,306.5,310.36,86.919,48.837
5.62E-04,8.08E-04,7.91E-04,1.428,1.563,347,343.07,303,306.27,1076.1,52.841
5.74E-04,1.60E-04,7.65E-04,0.543,0.963,341.29,334.35,307.66,311.32,207.76,20.057
7.23E-04,6.75E-04,0.001435,1.768,1.654,347.79,343.93,298.46,302.19,1620.6,62.735
4.30E-04,7.63E-04,5.96E-04,1.379,2.141,366.07,358.22,293.84,298.35,948.89,94.912
0.001138,4.33E-04,1.19E-04,0.794,0.74,352.05,345.92,301.12,307.06,424.72,12.23
5.71E-04,7.17E-04,0.001334,0.339,2.353,341.85,329.29,299.94,301.66,106.36,121.76
5.13E-04,8.40E-05,0.001426,1.153,1.259,356.1,348.87,309.68,315.68,717.25,35.13
9.01E-04,3.02E-04,0.00143,1.449,0.436,368.51,364,297.14,310.43,1126.9,5.7519
5.10E-04,1.94E-04,8.24E-04,0.993,2.412,359.87,347.65,302.68,307.29,549.8,114.13
5.38E-04,9.91E-04,0.001099,1.81,2.456,363.43,357.85,292.58,296.18,1579.1,132.49
7.31E-04,2.32E-04,4.34E-04,0.465,2.448,359.34,337.91,290.64,294.44,161.42,117.86
3.25E-04,2.30E-04,5.44E-04,0.837,2.214,371.25,354.05,299.6,305.49,384.7,95.698
9.45E-04,2.42E-04,7.37E-04,0.657,0.765,360.79,350.89,298.56,306.25,288.96,13.635
6.12E-04,0.001039,7.00E-05,1.975,0.889,355.48,353.08,309.6,314.13,1896.8,16.84
5.56E-04,2.41E-04,3.92E-04,1.221,2.109,351.06,342.15,291.94,296.69,812.8,87.743
7.40E-05,0.001125,0.001426,1.937,2.162,343.4,340.81,307.26,309.34,1696.1,105.24
6.23E-04,1.74E-04,0.00123,0.847,1.92,362.51,348.47,296.72,302.35,423.39,78.682
7.38E-04,9.32E-04,9.63E-04,0.953,2.2,362.14,353.49,297.04,300.4,528.81,104.8
2.87E-04,3.79E-04,6.10E-05,1.065,1.576,341.49,336.56,308.36,311.43,618.19,48.163
2.95E-04,7.69E-04,0.001043,1.409,1.257,363.76,358.02,300.78,306.51,962.69,35.502
0.00105,4.66E-04,0.001094,0.83,1.792,359.5,349.33,297.96,302.23,445.05,69.503
4.30E-04,3.19E-04,3.26E-04,1.943,1.555,342.31,339.26,309.4,312.83,1832.7,47.904
7.63E-04,3.24E-04,6.79E-04,1.489,1.771,361.55,353.65,290.22,296.21,1172.3,64.835
4.71E-04,6.10E-05,8.91E-04,0.961,1.032,359.73,351.39,308.3,315.37,512.22,22.727
2.34E-04,0.00106,8.37E-04,1.829,0.455,344.75,342.9,300.62,307.17,1572.2,6.2753
2.48E-04,7.28E-04,0.001069,1.7,1.188,353.33,349.88,309.36,313.78,1359.6,31.732
9.45E-04,1.41E-04,0.001212,1.896,1.742,342.74,338.13,294.08,298.67,1943.5,65.7
1.94E-04,9.49E-04,8.65E-04,0.807,0.906,370.2,362.17,306.8,313.14,348.19,18.788
4.04E-04,1.66E-04,4.45E-04,0.662,1.374,345.84,336.76,304.74,308.79,276.27,38.202
5.88E-04,4.64E-04,3.97E-04,1.856,1.826,357.33,352.22,301.7,306.38,1688,66.538
3.62E-04,1.06E-04,0.00137,0.347,0.486,361.75,347.14,300.58,310.24,94.112,6.7291
4.52E-04,2.41E-04,8.42E-04,1.495,1.5,351.58,345.48,298.76,304.33,1133.7,47.317
7.68E-04,8.95E-04,9.21E-04,0.556,0.562,342.38,336.82,298.16,303.28,221.85,9.0378
0.001069,9.90E-05,0.001002,1.696,2.235,368.18,360.01,307.58,313.13,1550.8,98.179
5.96E-04,0.001034,2.87E-04,1.314,2.271,349.37,343.97,291.16,294.01,931.33,105.94
0.00119,0.001117,6.42E-04,1.557,0.854,341.78,339.5,300.72,304.39,1435.4,17.37
6.46E-04,6.98E-04,0.001015,1.799,1.309,366.63,361.51,297.76,303.83,1584.5,38.15
6.76E-04,0.001054,6.37E-04,1.65,1.171,358.25,354.87,308.04,312.18,1386.1,30.187
2.34E-04,6.66E-04,9.59E-04,0.731,1.146,357.49,348.99,303.74,308.67,305.16,29.316
1.85E-04,6.93E-04,6.31E-04,1.69,0.505,343.07,340.54,291.26,298.87,1359.7,7.5337
1.21E-04,8.38E-04,4.34E-04,1.375,2.311,357.46,350.65,296.86,300.47,905.11,108.21
3.11E-04,4.57E-04,0.001372,0.522,0.562,353.04,344.83,303.74,310.8,176.67,8.6391
0.001063,4.82E-04,7.95E-04,0.453,1.87,353.83,339.86,298.72,301.88,164.74,73.473
9.62E-04,3.63E-04,7.53E-04,1.346,0.732,369.4,363.87,304.16,313.14,999.3,12.286
8.56E-04,0.001011,6.07E-04,0.474,1.001,367.46,355.66,301.4,306.42,159.87,22.463
8.56E-04,7.16E-04,8.44E-04,1.607,0.684,340.26,337.91,299.36,304.27,1426.4,11.977
7.45E-04,4.47E-04,4.28E-04,0.307,0.536,351.95,340.83,303.34,309.26,88.928,7.3992
3.92E-04,6.85E-04,1.02E-04,1.261,1.969,353.76,346.66,291.34,295.44,825.45,77.022
2.40E-04,0.00105,6.45E-04,0.14,0.824,346.67,327.33,293.6,296.72,19.313,17.294
6.30E-04,8.60E-04,7.21E-04,0.533,2.258,370.03,353.47,295.9,299.42,187.13,107.09
5.19E-04,0.001249,6.31E-04,0.693,1.809,358.38,350.7,308.08,310.71,292.63,69.892
9.40E-05,9.07E-04,0.001258,1.373,1.261,362.18,356.39,296.04,301.66,887.55,37.057
5.93E-04,8.01E-04,8.06E-04,1.578,2.393,357.52,351.71,297.08,300.47,1265.1,119.8
1.83E-04,0.001034,0.001051,1.757,2.34,346.8,343.2,303.08,305.48,1445.8,117.79
3.39E-04,4.32E-04,2.87E-04,1.854,2.221,352.05,346.4,297.44,301.71,1624.7,96.133
0.001182,5.46E-04,0.001407,1.707,2.126,355.77,350.78,300.78,304.36,1640.2,99.553
1.90E-04,6.74E-04,9.19E-04,1.563,2.3,366.96,359.34,299.94,304.53,1130.1,110.19
3.10E-04,4.71E-04,5.65E-04,1.333,1.65,363.83,356.61,308.14,313.3,876.21,55.186
0.001044,7.33E-04,0.001327,0.199,0.761,371.35,346.39,294.3,300.27,42.626,15.412
6.79E-04,0.001034,0.001176,0.313,0.505,343.63,334.4,291.94,297.34,92.768,8.3092
2.36E-04,0.001216,5.43E-04,1.443,2.437,358.88,353.47,299.02,301.86,1003.1,123.31
5.97E-04,0.001225,2.47E-04,1.301,1.29,369.93,364.33,300.9,305.79,874.46,35.424
6.18E-04,0.001209,6.73E-04,1.987,1.769,356.3,352.61,291.96,295.6,1919.3,68.815
0.001145,9.75E-04,9.57E-04,1.033,2.445,343.83,339.42,305.82,307.53,687.49,124.49
5.23E-04,6.28E-04,5.82E-04,0.835,1.177,372.6,362.04,298.88,305.57,393.08,29.569
1.35E-04,3.08E-04,2.61E-04,1.724,2.166,360.82,353.91,309.86,314.85,1348.1,86.914
3.27E-04,9.04E-04,0.001355,0.959,2.426,357.26,348.29,294.02,297.25,500.01,132.05
5.44E-04,1.59E-04,0.001292,1.797,1.383,347.26,342.24,294.28,300.19,1615.5,42.405
4.17E-04,2.04E-04,7.00E-04,0.294,1.922,340.3,324.92,299.54,301.78,80.175,75.57
7.10E-05,3.12E-04,0.001195,1.586,1.922,340.92,336.24,304.58,308.15,1198.9,78.773
9.04E-04,4.32E-04,7.56E-04,0.621,1.393,341.22,333.27,296.52,299.83,277.24,41.741
7.77E-04,5.80E-05,0.001344,0.82,1.872,371.32,353.58,294.38,301.41,405.33,75.21
5.33E-04,9.03E-04,9.24E-04,0.571,1.559,361.09,348.79,293.74,297.83,210.61,54.187
2.47E-04,4.51E-04,0.001377,1.709,2.042,369.01,361.71,308.56,313.98,1334.4,88.759
1.64E-04,8.22E-04,2.89E-04,0.206,1.482,367.13,340.05,294.86,298.34,38.603,45.929
9.80E-05,4.12E-04,3.72E-04,1.458,2.128,350.69,343.18,291.92,296.64,1017.3,89.985
4.30E-04,8.83E-04,0.001108,1.436,2.099,368.84,361.99,302,306.15,1013,95.707
3.87E-04,2.62E-04,2.19E-04,0.292,0.534,348.78,335.37,291.86,298.73,77.223,7.7092
1.97E-04,6.80E-05,5.99E-04,1.808,1.494,372.97,363.01,293,303.74,1455,44.873
4.20E-04,8.52E-04,1.48E-04,0.545,1.834,354.72,343.6,301.08,304.12,194.25,67.49
7.81E-04,0.00108,0.001065,1.975,0.877,359.6,356.49,295.54,301.65,1946.1,19.203
3.19E-04,4.84E-04,0.001206,0.997,2.206,357.49,347.56,299.94,304.03,534.99,104.08
1.57E-04,9.62E-04,0.001033,0.7,1.427,350.13,341.63,291.32,295.16,285.46,46.653
6.72E-04,9.45E-04,6.49E-04,0.406,1.322,355.15,342.42,293.96,297.61,127.92,38.639
9.58E-04,0.001227,0.001061,1.348,2.216,360.72,354.83,290.14,293.3,1019.8,110.86
2.26E-04,4.18E-04,0.001215,0.246,2.24,360.39,331.61,291.4,294.35,55.353,109.32
8.12E-04,5.60E-05,0.001031,0.837,1.078,360.03,349.62,296.02,303.38,430.51,25.43
4.11E-04,5.80E-05,6.00E-05,1.897,1.335,340.2,336.26,298.64,303.75,1761.1,34.688
8.47E-04,5.13E-04,0.001082,1.858,2.07,365.71,359.9,302.92,307.55,1751.1,90.523
1.08E-04,0.001148,4.77E-04,1.016,1.937,368.71,360.46,302.42,306.25,515.97,78.353
0.001004,1.23E-04,0.001248,0.408,2.196,365.28,343.49,305.1,308.85,134.5,99.986
0.001039,0.001174,0.001069,1.692,1.698,359.73,355.84,300.9,304.32,1553.9,65.279
5.36E-04,5.73E-04,0.001198,1.816,2.189,363.89,358.21,307.56,311.71,1586.5,100.42
0.001091,0.001071,9.60E-04,0.898,1.23,355.84,350.66,308.68,312.06,515.77,34.373
0.001076,0.001228,4.03E-04,0.52,0.87,366.83,357.5,304.3,309.32,194.56,17.169
6.30E-04,5.06E-04,9.24E-04,1.32,2.099,360.66,353.6,306.08,310.09,922.55,90.799
5.78E-04,8.70E-04,0.00105,0.315,0.906,348.75,336.53,296.42,300.39,91.517,20.209
1.04E-04,8.68E-04,6.21E-04,1.344,2.126,354.62,348.35,297.2,300.76,871.47,94.322
1.45E-04,9.19E-04,0.001216,0.32,2.051,348.68,332.3,292,294.41,87.839,95.562
0.00103,7.59E-04,6.84E-04,0.577,2.309,352.31,343.01,307.5,309.64,241.25,107.09
6.55E-04,5.53E-04,0.001191,0.613,1.673,340.17,331.31,292.16,295.24,260.64,62.907
2.86E-04,5.17E-04,2.42E-04,1.132,1.41,351.78,345.74,303.78,308.22,670.47,40.127
2.93E-04,4.17E-04,3.75E-04,1.166,1.152,340.89,336.44,299.42,303.61,726.19,27.718
7.15E-04,8.28E-04,4.28E-04,1.609,1.765,366.93,361.84,309.06,313.13,1314.6,63.301
7.61E-04,0.001155,0.001255,0.594,1.757,368.51,356.43,297.86,301.54,230.04,71.24
0.00118,9.52E-04,0.001359,1.381,1.628,342.57,338.98,296.46,299.25,1157.9,61.952
9.60E-04,3.12E-04,6.86E-04,1.001,1.622,369.9,360.08,309.3,314.67,592.79,53.45
8.42E-04,3.22E-04,3.72E-04,1.297,2.04,372.08,362.15,302.18,307.77,913.2,80.748
0.001056,5.62E-04,0.001218,0.163,1.211,365.94,337.51,295.82,299.36,29.918,33.851
1.34E-04,8.64E-04,6.98E-04,0.244,0.452,347.56,336.67,301.1,306.59,52.285,6.095
5.55E-04,2.07E-04,0.001289,0.782,2.204,372.08,355.24,305.6,311,356.05,100.36
4.01E-04,8.37E-04,0.001045,1.926,0.927,360.33,356.52,292.32,299.3,1725.7,20.997
1.60E-04,8.46E-04,4.76E-04,1.517,1.202,343.63,340.61,305.04,308.49,1116.1,31.013
5.59E-04,7.60E-05,7.44E-04,0.735,1.137,364.82,352.3,303.12,310.48,323.55,27.057
0.001133,1.17E-04,5.08E-04,0.189,2.204,371.48,332.73,292.58,295.66,40.739,96.62
5.10E-05,2.23E-04,3.54E-04,0.326,0.639,362.28,346.24,304.62,312.17,82.867,9.403
5.31E-04,9.44E-04,1.51E-04,1.346,1.853,367.09,359.99,292.48,297.03,924.05,69.733
7.52E-04,2.68E-04,8.89E-04,0.577,0.973,361.25,349.9,303.4,309.55,222.87,20.774
5.35E-04,2.08E-04,0.00102,1.272,1.471,355.68,347.56,292.9,299.27,859.18,46.524
1.64E-04,2.43E-04,3.26E-04,1.93,2.275,357.33,349.45,292.02,298.09,1672.9,100.05
1.81E-04,3.88E-04,0.00112,1.5,1.467,369.01,360.98,302,309.25,1044.4,46.589
8.34E-04,1.04E-04,0.001103,1.726,1.339,360.2,354.59,308,314.41,1547.4,38.255
2.13E-04,8.25E-04,0.001183,0.25,2.382,366.1,339.93,297.38,299.91,55.942,124
1.81E-04,3.14E-04,0.001251,1.341,1.385,340.5,336.08,304.36,308.29,910.35,42.534
0.001154,8.40E-04,3.97E-04,1.268,1.662,343.56,339.03,290.44,293.57,989.39,58.323
1.58E-04,0.001045,4.88E-04,0.885,0.444,346.96,343.16,298.02,304.98,428.46,5.9235
8.04E-04,0.001087,4.73E-04,1.958,2.021,354.59,351.33,304.04,306.84,1945.2,84.582
6.24E-04,6.60E-05,3.76E-04,1.115,2.357,343.04,335.93,307.86,311,715.02,102.38
9.80E-04,7.11E-04,5.51E-04,0.89,1.404,358.08,350.92,303.66,307.72,495.55,41.621
0.001126,3.37E-04,0.001342,0.822,0.753,352.11,346.29,305.7,311.48,449.77,13.77
8.33E-04,1.71E-04,6.45E-04,1.842,1.599,356.7,351.71,308.62,313.79,1749.5,51.476
5.09E-04,7.12E-04,8.77E-04,0.866,2.006,364.26,354.05,302.12,306.06,426.09,84.957
8.61E-04,0.001161,0.001349,0.936,0.509,368.61,363.04,298.96,307.98,514.76,7.8606
4.44E-04,7.27E-04,8.30E-04,0.189,1.631,358.32,334.65,299.86,302.41,34.981,57.776
2.72E-04,9.99E-04,0.001247,0.697,1.068,368.05,358.16,298.66,304.4,275.64,27.099
4.66E-04,3.54E-04,6.69E-04,0.529,1.628,340.63,330.46,297.22,300.37,198.9,55.456
7.80E-04,9.10E-04,2.88E-04,1.314,1.897,349.64,345.52,307.04,309.62,962.91,72.477
5.65E-04,2.34E-04,2.07E-04,0.414,1.37,363.76,343.99,293.58,299.11,126.9,37.557
4.55E-04,2.50E-04,3.79E-04,1.58,0.66,368.88,363.35,296.02,307.77,1205.4,10.208
0.001072,5.44E-04,6.20E-04,1.525,1.492,366.33,360.2,299.42,304.89,1285,46.587
1.65E-04,3.68E-04,0.001335,0.222,1.093,353.2,332.49,295.74,299.69,44.777,27.966
5.57E-04,7.23E-04,0.001204,1.878,1.328,350.36,346.7,294.8,299.44,1736.6,40.444
7.57E-04,6.00E-04,6.93E-04,0.326,1.034,360.99,343.79,293.34,298.37,95.312,24.206
7.60E-05,3.10E-04,3.82E-04,1.975,1.744,359.34,353.09,299.82,306.2,1703.4,60.104
4.92E-04,5.46E-04,4.28E-04,0.178,1.677,352.24,333.18,309.24,311.13,31.552,56.899
8.19E-04,8.10E-05,0.001072,0.653,1.723,359.83,343.91,294.62,300.17,283.17,62.882
0.001088,0.001066,7.68E-04,1.348,1.922,345.78,342.33,305.06,307.25,1080,79.177
3.64E-04,7.02E-04,3.72E-04,1.816,1.486,351.62,347.99,305.42,309.4,1570.7,45.382
2.33E-04,1.98E-04,0.001257,1.628,2.332,360.99,351.23,296.44,302.63,1244.3,113.9
4.28E-04,2.78E-04,6.23E-04,1.088,1.183,359.17,352.2,309.78,315.6,631.86,29.116
