D_foul1 (m),D_foul2 (m),D_foul3 (m),mfr1 (kg/s),mfr2 (kg/s),Inner inlet temperature (K),Inner outlet temperature (K),Outer inlet temperature (K),Outer outlet temperature (K),Inner Pressure Drop (Pa),Outer Pressure Drop (Pa)
2.83E-04,1.62E-04,0.001237,0.662,0.912,367.95,353.45,290.86,300.35,254.56,19.821
0.00105,5.10E-04,1.52E-04,1.81,2.494,343.47,340.2,307.92,310.11,1820,113.7
1.24E-04,9.50E-04,8.06E-04,1.607,1.263,344.36,341.55,307.42,310.58,1225.3,35.397
8.98E-04,4.74E-04,5.95E-04,1.084,1.828,345.31,340.43,309.38,312.05,710.28,67.616
0.001161,0.00104,0.001146,1.43,1.364,371.94,366.69,304.66,309.45,1152.6,42.575
8.40E-05,9.12E-04,1.94E-04,1.422,2.481,342.67,337.8,294.32,296.9,986.33,122.55
2.34E-04,5.35E-04,3.78E-04,1.871,1.299,351.09,346.77,291.38,296.96,1618.9,35.246
3.70E-04,5.83E-04,8.34E-04,0.111,0.837,367.16,337.7,308.9,312.51,12.682,15.961
3.80E-04,3.12E-04,0.001281,1.69,0.509,356.6,353.25,302.88,312.73,1370.2,7.1314
8.34E-04,4.14E-04,8.58E-04,0.556,0.967,353.73,344.91,306.46,311.09,216.84,20.67
1.33E-04,4.47E-04,4.29E-04,1.457,1.998,345.74,340.44,304.04,307.55,1031.9,79.08
0.001162,1.90E-04,8.93E-04,2,2.097,361.81,356.13,305.72,310.57,2143.7,88.357
5.00E-05,9.26E-04,9.38E-04,1.827,2.051,348.68,344.43,295.06,298.46,1505.8,91.798
2.89E-04,9.90E-05,3.30E-04,0.824,2.028,344.49,332.93,293.84,298.25,397.55,80.135
6.03E-04,2.37E-04,0.001342,0.328,1.83,353.89,335.15,302.48,305.63,98.885,73.005
9.56E-04,5.28E-04,4.32E-04,0.347,2.038,345.64,334.34,308.74,310.55,116.41,82.005
0.001075,2.59E-04,8.59E-04,0.824,0.77,354.55,348.07,304.68,310.97,444.71,13.585
9.99E-04,4.32E-04,9.50E-04,0.564,1.586,347.52,336.59,292.68,296.33,236.42,54.78
0.001096,7.52E-04,6.10E-05,1.825,1.194,340.3,337.84,297.8,301.15,1876.4,29.514
2.47E-04,0.001222,1.26E-04,1.854,2.298,349.74,346.7,306.68,308.88,1598.9,103.63
8.47E-04,0.001054,5.11E-04,0.52,2.414,345.08,336.41,301.08,302.83,201.64,119.31
0.001072,4.64E-04,7.18E-04,0.115,1.068,345.41,323.86,298.52,300.73,16.215,25.4
8.95E-04,8.54E-04,7.57E-04,0.877,1.82,355.31,347.02,291.1,294.74,479.27,71.816
0.001121,5.38E-04,0.001052,0.45,0.65,350.23,340.34,290.26,296.67,165.27,11.821
4.87E-04,7.64E-04,0.001136,0.837,1.461,360.89,351.47,293.38,298.27,402.63,48.351
6.80E-04,9.40E-05,0.001149,0.206,0.45,364.39,344.49,302.72,311.13,42.207,5.8052
8.96E-04,4.35E-04,8.06E-04,0.52,0.484,343.53,338.13,306.14,311.57,202.42,6.4363
5.26E-04,6.81E-04,0.00123,0.801,0.734,368.78,360.41,301.44,309.61,367.7,13.48
7.27E-04,0.001046,0.001068,1.352,1.246,363.5,358.59,302.58,307.28,972.51,35.671
3.65E-04,9.97E-04,0.001131,1.985,1.736,344.22,341.75,307.7,310.2,1870,67.146
4.52E-04,0.001072,0.001174,1.886,1.416,340.96,338.85,306.92,309.44,1748.7,46.192
6.04E-04,4.26E-04,1.98E-04,1.192,0.786,350.79,345.72,293.5,300.49,781.8,14.175
9.49E-04,2.11E-04,0.00101,0.881,0.408,344.98,341.29,303.7,311.1,498.07,4.9415
3.21E-04,0.001183,9.38E-04,0.408,2.24,341.58,331.85,298.8,300.49,133.78,110.06
5.09E-04,3.36E-04,6.63E-04,1.576,1.242,345.08,341.6,308.86,312.9,1274,32.396
0.001007,9.12E-04,2.25E-04,0.676,0.763,343.04,337.25,290.38,295.17,322.26,14.611
9.50E-04,2.74E-04,0.00133,0.945,1.251,361.32,352.4,300.32,306.37,544.5,35.14
1.30E-04,3.90E-04,5.89E-04,0.254,0.864,364.49,344.61,305.56,310.92,56.058,16.318
5.61E-04,9.61E-04,2.12E-04,1.61,1.156,364.16,359.52,294.62,300.28,1283.3,28.412
1.73E-04,8.74E-04,8.90E-04,1.008,1.635,346.96,340.44,290.86,294.56,542.48,59.376
0.001079,2.34E-04,0.001373,0.911,2.439,370.23,357.04,306.58,311.02,515.72,120.7
3.16E-04,2.14E-04,6.16E-04,0.887,2.214,362.61,347.87,297.22,302.6,433,97.052
0.001055,8.65E-04,1.54E-04,1.424,0.822,369.01,364.37,301.38,308.38,1125.4,14.875
5.50E-05,8.79E-04,3.05E-04,1.35,1.045,366.5,360.33,291.66,298.65,847.46,23.991
8.49E-04,9.98E-04,2.59E-04,1.01,1.948,349.11,342.84,291.6,294.58,616.49,78.599
9.60E-04,3.73E-04,1.91E-04,1.288,0.967,370.82,364.33,305.18,312.71,921.88,19.088
4.48E-04,8.83E-04,2.56E-04,1.878,0.595,360,357.07,299.92,308.05,1664.1,8.8436
2.42E-04,4.48E-04,0.001188,0.674,1.362,347.1,338.29,300.86,304.91,274.78,41.46
8.63E-04,8.56E-04,7.33E-04,1.55,1.843,353.13,348.45,295.88,299.42,1303.1,72.832
6.55E-04,8.22E-04,0.001075,0.923,2.196,340.5,335.03,301.08,303.2,519.02,104.38
3.46E-04,2.47E-04,0.001016,0.942,0.497,353.43,348.14,301.72,310.85,488.09,6.7568
0.001199,9.57E-04,2.28E-04,0.697,1.11,362.61,354.69,302.3,306.74,333.87,26.144
4.78E-04,3.91E-04,0.0011,0.691,1.818,362.61,350.3,308.5,312.76,287.78,69.868
0.001006,3.06E-04,7.46E-04,1.014,2.137,344.98,337.26,295.44,298.82,649.45,93.69
0.001126,2.12E-04,8.73E-04,0.482,0.423,359.27,349.74,296.68,306.67,177.17,5.3243
8.76E-04,0.001154,6.51E-04,1.63,1.677,357.16,353.51,306.62,309.68,1414.5,60.426
2.68E-04,3.88E-04,0.00117,1.402,1.282,372.27,363.38,291.38,300.01,936.52,36.523
1.21E-04,4.34E-04,6.66E-04,1.441,0.837,352.51,347.69,295.04,302.48,992.22,16.275
3.03E-04,4.95E-04,2.78E-04,1.481,1.265,349.9,345.85,309.28,313.52,1084.3,32.507
0.001041,6.32E-04,6.88E-04,0.187,1.998,368.28,336.44,291.66,294.42,38.731,84.467
6.04E-04,6.21E-04,0.001048,0.898,1.54,340.76,335.33,301.42,304.37,489.48,52.382
4.81E-04,5.94E-04,7.42E-04,0.41,1.929,350.66,336.17,298.06,300.97,131.9,78.24
9.15E-04,5.18E-04,9.10E-05,1.932,0.585,342.24,340.37,303.08,308.64,1992.4,8.2772
5.86E-04,6.28E-04,1.55E-04,1.51,2.191,348.28,343.63,303.78,306.7,1191.4,92.623
0.001044,6.85E-04,5.82E-04,1.861,1.912,359.73,355.07,300.28,304.22,1845.8,75.379
6.94E-04,9.39E-04,0.001292,1.181,1.983,342.41,337.38,291.72,294.49,800.21,90.286
0.001138,5.00E-04,0.001213,0.86,1.576,341.45,335.08,295.36,298.57,504.06,55.742
2.57E-04,9.58E-04,6.32E-04,0.258,0.543,360.03,343.85,290.02,297.12,59.139,8.7349
3.74E-04,8.58E-04,5.90E-04,1.04,2.04,355.74,347.97,294.52,298.12,583.1,87.292
2.95E-04,6.76E-04,5.80E-05,0.186,1.295,371.15,342.43,301.16,304.94,32.637,34.037
0.001092,0.001111,6.88E-04,0.427,2.317,366.83,353.17,308.46,310.76,141.48,109.62
5.00E-05,7.40E-04,6.74E-04,0.626,1.818,345.68,336.15,297.18,300.25,235.68,70.071
4.73E-04,0.001224,9.28E-04,0.22,1.694,363.86,341.06,294.32,297.05,46.162,65.235
7.71E-04,2.71E-04,2.45E-04,0.966,2.231,354.65,344.63,299.48,303.48,556.7,95.332
0.001165,8.00E-05,7.08E-04,0.833,1.67,340.36,333.72,304.82,307.9,481.4,56.73
7.14E-04,9.13E-04,7.51E-04,0.875,2.126,369.01,359.05,301.12,304.78,446.32,95.044
5.46E-04,2.02E-04,9.28E-04,0.769,1.82,340.5,330.89,291.96,295.8,374.35,70.127
0.001075,4.28E-04,7.85E-04,0.265,2.097,358.41,333.98,290.04,292.92,74.602,92.571
7.06E-04,5.85E-04,6.91E-04,0.738,1.79,348.58,341.44,309.18,311.87,347.96,66.07
2.08E-04,1.96E-04,9.15E-04,0.757,0.411,364.68,356.95,299.64,312.48,316.1,4.8798
0.001069,0.001156,2.17E-04,0.26,1.013,346.83,336.21,303.86,306.41,70.969,22.437
0.001186,6.81E-04,2.99E-04,0.389,1.864,353.76,339,294.76,297.65,135.38,70.871
0.001037,6.90E-05,4.45E-04,0.938,0.4,363.33,357,290.72,304.05,541.91,4.7417
3.21E-04,5.88E-04,8.47E-04,0.241,0.595,353.23,338.38,299.58,305.18,53.032,9.4616
9.62E-04,8.95E-04,8.14E-04,0.657,0.627,341.29,336.31,296.06,300.91,305.54,10.828
0.001,0.001053,6.66E-04,1.928,0.782,361.85,359.09,305.58,311.48,1937.3,14.342
7.86E-04,2.23E-04,0.001201,0.725,1.118,355.51,347.04,309.68,314.65,336.48,27.73
6.85E-04,4.23E-04,0.001149,0.467,1.904,354.62,338.11,291.36,295.15,162.03,79.348
7.20E-04,8.46E-04,0.001107,1.312,1.345,350.56,345.89,295.38,299.49,947.75,41.407
5.69E-04,0.001172,0.001349,0.128,1.883,352.24,330.49,304.7,306.08,17.354,81.674
3.52E-04,5.82E-04,9.60E-05,1.516,2.422,366.43,358.07,296.2,300.84,1106.3,112.1
7.72E-04,6.75E-04,4.13E-04,0.944,1.668,368.08,359.25,306.44,310.91,516.44,56.452
7.24E-04,4.64E-04,3.76E-04,1.105,1.584,343.04,337.54,298.68,302.2,715.33,51.183
6.00E-05,2.76E-04,0.001037,1.966,2.437,349.9,343.08,294.28,299.33,1720.9,122.89
7.00E-04,0.001215,0.001045,0.539,2.227,341.75,334.27,300.08,301.77,210.43,109.89
6.41E-04,7.82E-04,4.85E-04,1.932,1.7,370,364.46,292.92,298.44,1788.5,60.314
0.001069,8.02E-04,9.49E-04,1.698,0.704,352.67,349.46,292.06,298.84,1595.8,13.228
8.81E-04,6.50E-04,0.001192,1.797,1.744,342.08,338.78,299.26,302.33,1743.5,67.664
5.26E-04,4.16E-04,5.90E-04,1.759,1.444,340.26,336.74,297.88,301.81,1573,43.69
2.55E-04,7.22E-04,5.72E-04,0.672,2.399,344.85,336.81,305.64,307.75,275.71,114.03
1.09E-04,0.001087,4.67E-04,1.022,1.204,341.52,337.76,304.38,307.24,554.53,31.64
6.34E-04,4.28E-04,6.87E-04,1.455,0.721,366.63,361.58,303.82,312.68,1081.6,11.977
7.54E-04,2.73E-04,8.05E-04,1.842,1.236,367.32,361.92,307.46,314.52,1686.8,32.177
7.08E-04,5.76E-04,3.33E-04,1.698,1.202,345.12,342.1,304.58,308.41,1511.4,30.041
2.81E-04,2.28E-04,3.26E-04,1.227,1.219,368.81,359,292.8,301.58,746.59,30.092
9.02E-04,0.001042,4.11E-04,1.274,2.065,365.74,358.76,290.9,294.72,903.66,89.113
3.78E-04,7.52E-04,4.00E-04,0.402,1.248,370.39,353.13,300.54,305.62,111.83,32.843
5.10E-05,0.001057,0.001397,1.837,1.929,354.36,350.76,308.96,311.94,1500.3,84.084
9.88E-04,3.14E-04,9.39E-04,0.45,1.763,349.74,335.96,298.18,301.5,164.76,66.01
4.44E-04,7.46E-04,0.001397,1.759,0.732,340.26,337.89,297.7,302.85,1545.4,14.313
9.54E-04,9.70E-05,9.07E-04,0.638,0.62,352.9,344.51,297.44,305.38,281.01,9.778
7.56E-04,7.10E-04,2.68E-04,1.35,2.122,343.5,339.55,306.04,308.35,1020.8,88.36
4.38E-04,9.87E-04,9.84E-04,1.029,1.217,371.35,363.59,300.34,306.06,558.79,33.633
9.64E-04,2.79E-04,0.001066,0.664,0.978,343.73,335.82,292.44,297.47,310.8,22.552
0.001174,5.11E-04,4.52E-04,1.821,0.768,364.09,360.16,297.44,305.53,1805,13.613
6.19E-04,9.00E-04,4.52E-04,0.543,0.94,352.57,343.83,296.8,301.46,200.84,20.1
1.40E-04,2.28E-04,6.14E-04,0.756,1.561,356.2,343.56,297.94,303.56,321.46,49.881
1.24E-04,5.68E-04,6.69E-04,1.215,1.362,352.61,346,291.96,297.32,735.68,39.792
6.55E-04,3.88E-04,8.13E-04,0.104,0.612,342.74,321.14,292.6,296.12,12.967,10.597
3.19E-04,1.34E-04,7.00E-04,0.67,0.637,362.31,352.44,303.14,312.58,263.63,9.5917
7.91E-04,0.001132,6.30E-05,0.607,0.81,346.7,340.86,300.42,304.46,253.95,15.022
7.76E-04,4.74E-04,0.001183,1.05,1.41,365.94,357.24,300.54,306.35,626.71,44.039
9.95E-04,0.001232,5.41E-04,1.719,0.501,364.35,361.38,295.34,304.14,1568.5,7.2987
8.10E-05,4.84E-04,0.001386,0.497,0.623,357.59,345.92,291,299.58,155.03,11.065
3.62E-04,4.72E-04,0.001433,0.419,1.32,353.96,340.3,302.28,306.34,128.63,40.068
1.04E-04,7.11E-04,0.001442,0.489,1.7,364.65,347.15,291.98,296.59,150.08,66.704
9.61E-04,6.21E-04,8.09E-04,0.404,2.225,347.66,334.65,299.32,301.56,142.77,103.33
0.001197,4.46E-04,0.001045,0.453,1.059,340.13,333.26,306.08,308.87,177.72,25.292
0.001134,5.06E-04,0.001272,0.425,0.845,357.85,346.67,303.86,309.06,146.17,17.056
2.41E-04,8.44E-04,7.05E-04,0.18,0.875,357.19,336.26,297.44,301.45,30.551,18.265
0.001046,6.18E-04,2.40E-04,1.525,0.652,372.44,367.52,294.74,304.84,1262.1,10.28
7.60E-05,5.17E-04,5.02E-04,0.184,2.49,356.86,326.85,292.16,294.25,31.702,125.2
0.001133,9.26E-04,7.37E-04,0.721,1.311,351.15,345.33,309.04,311.96,359.55,37.609
5.34E-04,8.47E-04,0.001226,0.877,2.055,354.26,345.74,295.44,298.76,448.08,94.465
9.08E-04,6.15E-04,6.30E-05,1.46,0.652,340.43,337.76,296.48,301.85,1215.6,10.387
2.90E-04,5.50E-05,5.72E-04,0.717,2.174,349.77,333.95,290.96,295.85,310.74,93.749
1.78E-04,7.14E-04,0.001386,0.128,1.582,365.21,334.38,305.94,308.25,16.068,57.131
1.34E-04,7.94E-04,8.61E-04,0.541,2.17,345.97,336.28,303.56,305.83,187.9,99.054
9.79E-04,3.33E-04,8.91E-04,0.687,0.528,355.02,348.34,301.98,309.89,317.68,7.4434
3.63E-04,0.001192,1.45E-04,0.653,1.708,343.56,337.38,302.96,305.15,268.09,60.184
5.35E-04,3.43E-04,0.001206,0.203,2.042,355.91,327.92,291.7,294.32,41.436,91.34
8.73E-04,0.001069,7.75E-04,1.934,1.845,358.55,354.46,292.42,296.17,1914.9,74.628
7.91E-04,3.70E-04,9.66E-04,0.364,0.677,343.3,334.62,303.96,308.36,121.41,11.373
6.30E-05,1.20E-04,8.44E-04,1.202,1.286,366.8,356.95,307.4,315.66,693.27,34.385
9.78E-04,3.62E-04,0.001316,1.198,1.219,340.89,336.56,299.04,302.93,870.22,33.932
9.10E-05,2.10E-04,0.001418,1.802,1.5,343.2,338.88,304.54,309.25,1500.5,49.845
5.12E-04,1.30E-04,7.95E-04,1.232,1.366,365.74,356.05,298.3,306.2,791.54,38.834
7.68E-04,5.07E-04,2.95E-04,1.457,1.589,350.59,345.43,297.6,301.87,1153.1,51.1
3.11E-04,0.001248,7.20E-05,0.721,2.309,352.01,343.35,294.22,296.68,307.53,107.89
6.25E-04,9.86E-04,0.00102,1.295,1.461,351.88,347.51,303.5,306.93,905.7,48.045
0.001153,2.97E-04,5.43E-04,1.181,1.887,355.68,349.25,309.7,313.35,848.63,70.34
0.001017,7.64E-04,6.98E-04,1.037,0.446,351.65,347.6,290.54,299.1,660.54,6.2909
4.87E-04,0.001105,0.001156,1.952,1.034,351.88,349.39,305.8,309.88,1826.7,25.312
7.27E-04,7.00E-05,3.13E-04,1.709,1.849,341.12,336.58,303.54,307.43,1553.4,66.02
1.13E-04,5.28E-04,9.75E-04,0.4,2.332,347.43,333.58,304.48,306.73,123.29,112.16
3.89E-04,5.48E-04,2.85E-04,1.859,2.338,357.69,351.28,290.06,294.64,1629.8,107.98
9.25E-04,4.78E-04,7.21E-04,0.932,2.017,355.91,347.33,302.28,305.86,535.75,83.383
0.001123,5.43E-04,4.17E-04,0.339,0.833,343.96,335.77,308.52,311.64,115.06,15.183
6.08E-04,5.90E-04,0.001398,0.431,1.387,347.76,337.39,305.2,308.23,143.65,44.182
0.001174,7.00E-05,1.86E-04,0.571,1.372,363,347.92,298.2,303.95,238.29,36.979
9.60E-05,9.87E-04,8.60E-05,1.916,2.441,366.43,360.99,300.6,304.32,1595.4,115.25
5.10E-05,7.26E-04,7.75E-04,1.4,1.515,363.46,357.1,303.66,308.9,909.46,49.018
0.001024,7.40E-04,2.01E-04,1.827,1.914,349.7,346.61,309.96,312.56,1814.1,71.798
9.91E-04,7.03E-04,0.00108,1.88,0.837,356.14,353.21,303.88,309.69,1870.2,16.586
4.82E-04,8.28E-04,3.51E-04,1.654,2.164,369.37,362.7,295.72,300.23,1315.5,94.511
2.87E-04,9.13E-04,7.65E-04,1.261,1.532,349.17,343.97,293.18,297.07,815.71,51.666
8.45E-04,8.72E-04,0.00111,0.55,2.355,355.87,343.07,292.94,295.7,214.09,122
0.001131,3.79E-04,5.76E-04,1.622,1.803,371.58,364.73,305.46,310.9,1438.3,65.199
0.001118,9.76E-04,0.001202,0.4,0.772,352.31,343.01,301.06,305.56,136.06,15.302
6.41E-04,6.02E-04,2.05E-04,0.714,0.898,361.98,353.05,298.6,305,313.08,17.418
0.001161,9.28E-04,9.74E-04,1.544,1.479,340.17,336.97,291.24,294.28,1414,49.777
5.61E-04,9.73E-04,5.12E-04,1.189,1.618,352.94,348.07,304.68,307.91,767.54,55.22
7.87E-04,4.98E-04,1.31E-04,0.607,2.244,346.83,337.08,303.12,305.57,256.21,96.183
3.50E-04,5.46E-04,0.001296,0.887,1.173,343.43,337.67,299.58,303.6,452.79,31.792
6.50E-05,7.78E-04,5.65E-04,1.668,0.694,355.54,351.74,291.52,299.64,1263.3,12.321
7.41E-04,0.001244,6.42E-04,1.303,1.038,363.17,358.51,297.94,303.02,913.51,24.673
5.28E-04,7.18E-04,0.001188,1.949,0.411,354.62,352.43,303.04,312.08,1824.9,5.2094
7.62E-04,0.00112,4.24E-04,1.962,0.427,351.12,349.12,292.66,300.86,1947.7,5.7719
9.98E-04,9.61E-04,3.58E-04,0.879,0.868,351.45,345.79,291.94,297.17,493.86,17.991
9.47E-04,2.53E-04,0.001293,0.3,0.82,353.1,339.56,305.52,310.11,89.368,15.901
7.20E-04,4.90E-04,3.48E-04,0.778,1.349,340.63,335.07,304.36,307.35,390.78,37.436
5.59E-04,2.25E-04,0.001142,1.789,1.71,369.87,362.3,304.18,311.24,1536.7,61.677
0.00113,5.67E-04,1.06E-04,0.201,1.11,348.88,333.76,304.9,307.46,44.75,25.366
9.08E-04,2.43E-04,6.53E-04,0.888,0.66,370,362.22,307.62,316.95,473.43,9.9649
7.50E-05,4.45E-04,6.40E-05,1.204,1.578,347.95,342.27,306.56,310.48,724.6,48.457
4.26E-04,0.001224,0.001393,1.191,2.025,345.54,340.86,295.94,298.46,763.94,95.982
4.54E-04,6.38E-04,3.38E-04,0.128,2.132,349.01,320.45,290.38,292.02,17.768,93.06
3.00E-04,9.19E-04,1.59E-04,1.396,1.559,369.04,363.2,309.8,314.34,937.77,48.831
1.73E-04,4.36E-04,8.27E-04,0.989,0.408,372.93,366.95,308.98,321.86,492.22,4.5717
4.87E-04,8.74E-04,0.001017,0.438,1.708,350.79,340.43,307.18,309.66,140.88,63.991
9.76E-04,9.20E-05,5.81E-04,0.765,1.698,368.22,354.54,307.96,313.52,373.8,57
3.01E-04,9.80E-04,7.67E-04,1.614,1.391,360.76,356.54,307.78,312.05,1233.4,42.204
6.94E-04,9.22E-04,8.50E-05,0.733,1.166,361.95,354.47,309.12,313.32,330.41,28.027
0.001102,9.72E-04,9.33E-04,0.852,1.114,346.5,342.18,306.96,309.97,482.75,28.333
7.22E-04,8.72E-04,0.001313,1.593,2.036,350.03,345.75,299.86,302.86,1339.4,93.102
7.22E-04,0.001152,2.40E-04,1.327,2.424,350.86,346.11,298.7,301.04,966.85,118.27
3.31E-04,5.65E-04,4.52E-04,1.058,1.668,356.37,348.07,295.96,300.69,595.56,57.167
5.36E-04,1.15E-04,0.001033,0.697,1.599,366.53,351.72,308.12,313.97,293.49,53.287
2.94E-04,1.72E-04,5.85E-04,0.643,1.597,355.28,342.58,305.5,310.23,251.23,51.374
7.94E-04,2.73E-04,6.07E-04,1.32,2.303,340.99,336.13,306.78,309.38,996.56,102.83
8.02E-04,0.00111,7.08E-04,0.273,1.769,349.67,337.37,307.58,309.35,73.642,67.227
8.98E-04,0.001009,2.66E-04,0.659,0.784,357.79,350.33,296.78,302.48,289.06,14.57
0.001079,1.02E-04,0.00131,1.698,0.623,349.6,346.71,307.56,314.58,1609.2,9.6975
6.46E-04,9.10E-05,2.01E-04,1.55,1.731,349.11,342.37,295.36,300.85,1264.1,58.029
5.24E-04,7.39E-04,3.13E-04,1.744,0.872,344.88,342.31,302.46,307.06,1528.9,16.734
8.99E-04,7.56E-04,9.49E-04,0.552,2.275,362.9,350.07,305.22,308.07,212.17,107.85
8.00E-04,1.57E-04,9.77E-04,1.288,0.707,348.05,343.85,301.1,308.09,936.8,12.053
1.75E-04,5.26E-04,0.001218,0.858,0.635,369.6,361.1,300.18,310.4,387.14,10.424
9.54E-04,4.29E-04,8.50E-05,0.852,0.545,345.58,341.64,306.52,312.14,469.72,7.1772
8.78E-04,5.44E-04,0.001395,1.44,2.08,359.64,353.64,306.36,310.1,1131.8,93.986
9.26E-04,0.001026,6.63E-04,1.054,1.557,363.79,356.47,290.48,294.87,651.71,53.128
4.69E-04,4.26E-04,9.80E-04,0.957,0.49,346.14,342.23,303.32,310.31,522.73,6.7085
7.70E-04,0.001189,9.95E-04,1.426,2.12,359.24,354.62,305.52,308.24,1087.8,97.813
8.18E-04,9.19E-04,0.001344,1.468,0.988,353.3,349.41,295.14,300.32,1170.7,24.115
0.001037,0.001108,1.62E-04,0.824,0.74,364.45,357.77,296.2,302.79,430.54,13.145
1.16E-04,0.001012,0.001286,0.415,1.545,345.54,335.59,301.84,304.37,127.31,55.457
5.62E-04,3.27E-04,0.0011,0.432,0.484,355.48,345.15,297.8,306.37,135.85,6.7901
7.92E-04,5.52E-04,2.19E-04,1.485,0.839,370.76,365.87,308.68,316.19,1147.8,14.78
0.001033,2.44E-04,0.001421,0.252,1.11,364.45,341.17,295.8,300.67,66.465,28.618
8.65E-04,0.00106,1.45E-04,0.847,1.694,350.82,344.93,304.5,307.13,451.88,58.466
4.92E-04,0.001,7.33E-04,1.609,1.528,370.72,365.08,298.08,303.29,1250.1,50.859
6.62E-04,5.47E-04,0.001219,0.26,0.797,372.18,352.39,308.66,314.52,63.206,15.022
3.03E-04,1.87E-04,0.001344,1.837,1.347,341.88,338.11,303.72,308.39,1621.4,40.346
7.66E-04,5.11E-04,1.44E-04,0.6,2.431,347.23,334.87,290.56,293.42,252.17,115.3
3.12E-04,9.03E-04,0.001194,1.379,1.788,367.23,360.83,305.7,310.01,923.58,70.879
4.59E-04,0.001239,9.94E-04,1.614,1.809,364.68,359.6,296.34,300.26,1262.9,73.743
1.02E-04,9.48E-04,2.68E-04,1.81,1.141,368.74,364.37,305.48,311.5,1434.6,27.379
0.00106,2.88E-04,2.14E-04,1.677,2.441,369.87,362.15,305.84,310.57,1511.5,108.29
6.43E-04,4.52E-04,0.001435,0.489,0.925,353,344.01,309.62,314,169.42,20.159
5.57E-04,9.34E-04,0.001066,1.369,2.16,354.98,349.26,296.62,299.87,981.13,102.46
0.001093,9.64E-04,0.001292,0.151,0.992,356.67,333.54,293.18,296.47,26.199,24.971
0.001156,3.34E-04,0.00125,1.871,2.481,362.24,355.4,293.78,298.35,1900.8,130.81
2.75E-04,0.001015,3.16E-04,1.909,2.21,372.08,366.47,299.56,303.79,1624,98.474
4.24E-04,2.62E-04,0.001255,0.59,0.726,354.22,345.63,306.88,313.29,221.08,12.655
7.66E-04,5.22E-04,7.37E-04,1.916,1.32,355.84,351.47,293.62,299.17,1854.6,37.529
6.42E-04,2.94E-04,3.38E-04,1.255,1.232,367.98,360.52,308.8,315.51,832.46,30.515
1.70E-04,8.56E-04,3.30E-04,1.434,1.759,368.22,361.54,302.82,307.61,961.94,62.86
3.71E-04,6.56E-04,2.00E-04,0.936,1.591,356.4,348.9,305.32,309.29,483.1,50.618
6.63E-04,4.22E-04,3.38E-04,1.149,2.334,371.61,359.26,290.54,295.94,713.47,106.89
2.77E-04,9.30E-05,5.95E-04,0.735,1.918,369.96,350.46,298.48,305.29,305.88,72.659
1.67E-04,0.001186,0.001026,0.687,0.438,366.47,359.29,294.12,304.26,263.39,6.2003
7.24E-04,7.45E-04,6.87E-04,1.856,1.356,365.91,361.4,303.92,309.25,1702.8,39.386
9.09E-04,5.95E-04,0.001115,0.205,2.093,366.1,336.31,293.7,296.4,44.691,95.861
1.16E-04,0.001132,5.55E-04,0.717,1.311,350.76,343.16,292.36,296.17,294.03,38.165
8.54E-04,4.98E-04,9.61E-04,1.542,0.772,361.29,356.76,297.3,305.33,1265.8,14.457
7.79E-04,2.08E-04,0.001065,1.871,2.174,354.82,348.75,301.26,305.97,1789.6,97.544
2.51E-04,8.30E-04,9.80E-05,0.738,1.601,346.83,340.2,305.64,308.47,320.26,51.453
9.26E-04,0.001248,7.64E-04,1.01,1.005,370.2,363.84,298.82,304.36,595.14,23.449
3.85E-04,9.50E-04,0.001138,1.183,2.458,362.14,355.48,307.98,310.88,721.41,125.25
0.001107,8.28E-04,8.06E-04,1.303,1.675,351.88,347.44,305.3,308.34,1007.1,60.207
7.46E-04,0.001086,8.14E-04,0.111,1.414,344.46,328.01,309.38,310.6,13.971,44.458
2.58E-04,8.02E-04,7.78E-04,0.843,0.744,367.95,359.58,294.52,303.01,382.77,13.802
6.66E-04,8.41E-04,0.001127,1.2,2.225,357.13,350.16,296.14,299.51,790.82,108.5
5.73E-04,6.22E-04,0.001198,1.128,1.937,340.59,335.58,300.9,303.59,724.59,82.352
1.32E-04,8.83E-04,0.001145,0.366,2.17,372.6,349.45,296,299.58,94.276,103.89
7.30E-05,4.24E-04,7.23E-04,0.351,2.132,354.39,334.53,298.16,301.22,100.35,93.348
4.36E-04,6.20E-04,3.72E-04,1.4,2.391,351.19,344.68,295.24,298.7,1007.4,113.69
7.45E-04,8.55E-04,8.26E-04,0.847,0.618,366.83,360.79,309.6,316.97,423.86,9.4396
7.11E-04,5.23E-04,0.001387,0.503,1.526,357.79,343.7,295.64,299.93,179.1,53.146
1.76E-04,6.07E-04,2.05E-04,1.297,1.433,343.14,339.19,307.06,310.31,850.62,41.429
6.09E-04,9.00E-04,0.001262,1.793,1.517,345.15,341.67,292.5,296.14,1634.3,53.467
0.001079,0.001054,4.87E-04,0.879,0.665,353.6,348.61,296.58,302.49,498.31,11.417
6.43E-04,2.78E-04,0.001062,0.391,2.466,372.04,345.6,301.46,305.32,115.94,123.47
7.06E-04,4.95E-04,7.95E-04,1.7,1.381,369.9,363.26,290.6,297.73,1442.1,40.977
5.90E-04,5.74E-04,2.59E-04,1.109,1.853,342.61,336.58,293.34,296.69,702.97,69.319
6.30E-04,0.00109,7.35E-04,0.178,1.395,359.17,339.82,308,310.29,32.052,42.929
6.78E-04,8.70E-05,4.36E-04,0.765,1.345,351.98,340.85,290.6,296.43,367.43,36.876
